epoch,train loss,val loss,swa
0.0,0.4579509556943969,0.45695213411136765,n
19.0,0.22172454319624707,0.3006672238515428,y
39.0,0.13399198218230063,0.2898693015752745,y
59.0,0.08617739421344912,0.28620699548852674,y
79.0,0.059801364342143386,0.2908428651242217,y
99.0,0.04675209042945174,0.28742768022311294,y
119.0,0.03635799802630061,0.2875385182619752,y
139.0,0.03258335973804261,0.289035534070543,y
159.0,0.028556296292698843,0.28805984314479777,y
179.0,0.025249661898078896,0.28667460230099595,y
199.0,0.024771227020425814,0.2855974724798491,y
219.0,0.023116973677563435,0.2839862098378583,y
239.0,0.022285181034028975,0.2859554126571361,y
259.0,0.022158369259338555,0.28906120347582603,y
